Date,MarketID,CommodityID,Price,PricePerKg,PricePerLitre,UsdPrice,Unit,PriceType
2017-06-15,186,65,5200.0,57.77777777777778,,50.41,90 KG,Wholesale
2017-06-15,186,50,74.17,74.17,,0.72,KG,Wholesale
2017-06-15,186,262,8768.0,97.42222222222222,,85.0,90 KG,Wholesale
2017-06-15,1851,67,81.0,81.0,,0.79,KG,Retail
2017-06-15,1853,262,125.0,125.0,,1.21,KG,Retail
2017-06-15,1850,67,4000.0,44.44444444444444,,38.78,90 KG,Wholesale
2017-06-15,1850,148,2420.0,48.4,,23.46,50 KG,Wholesale
2017-06-15,1850,65,5000.0,55.55555555555556,,48.47,90 KG,Wholesale
2017-06-15,1850,50,62.2,62.2,,0.6,KG,Wholesale
2017-06-15,188,67,100.0,100.0,,0.97,KG,Retail
2017-06-15,185,51,48.39,48.39,,0.47,KG,Wholesale
2017-06-15,185,65,7470.0,83.0,,72.42,90 KG,Wholesale
2017-06-15,185,50,75.19,75.19,,0.73,KG,Wholesale
2017-06-15,185,262,9180.0,102.0,,89.0,90 KG,Wholesale
2017-07-15,1852,262,125.3,125.3,,1.21,KG,Retail
2017-07-15,191,51,47.95,47.95,,0.46,KG,Wholesale
2017-07-15,191,67,4300.0,47.77777777777778,,41.39,90 KG,Wholesale
2017-07-15,191,50,86.19,86.19,,0.83,KG,Wholesale
2017-07-15,191,262,6380.0,70.88888888888889,,61.42,90 KG,Wholesale
2017-07-15,187,67,58.0,58.0,,0.56,KG,Retail
2017-07-15,187,148,2000.0,40.0,,19.25,50 KG,Wholesale
2017-07-15,187,65,6800.0,75.55555555555556,,65.46,90 KG,Wholesale
2017-07-15,187,262,92.0,92.0,,0.89,KG,Retail
2017-07-15,184,55,45.0,112.5,,0.43,400 G,Retail
2017-07-15,184,51,54.05,54.05,,0.52,KG,Wholesale
2017-07-15,184,67,4320.0,48.0,,41.59,90 KG,Wholesale
2017-07-15,184,148,1875.0,37.5,,18.05,50 KG,Wholesale
2017-07-15,184,472,48.0,,96.0,0.46,500 ML,Retail
2017-07-15,184,283,65.56,,65.56,0.63,L,Retail
2017-07-15,184,285,97.1,,97.1,0.93,L,Retail
2017-07-15,184,96,198.0,,198.0,1.91,L,Retail
2017-07-15,189,67,66.0,66.0,,0.64,KG,Retail
2017-07-15,186,51,48.83,48.83,,0.47,KG,Wholesale
2017-07-15,186,67,4770.0,53.0,,45.92,90 KG,Wholesale
2017-07-15,186,148,1420.0,28.4,,13.67,50 KG,Wholesale
2017-07-15,186,50,72.7,72.7,,0.7,KG,Wholesale
2017-07-15,1853,67,65.0,65.0,,0.63,KG,Retail
2017-07-15,1850,51,34.06,34.06,,0.33,KG,Wholesale
2017-07-15,1850,148,1605.0,32.1,,15.45,50 KG,Wholesale
2017-07-15,1850,50,61.99,61.99,,0.6,KG,Wholesale
2017-07-15,185,148,1830.0,36.6,,17.62,50 KG,Wholesale
2017-07-15,185,50,78.01,78.01,,0.75,KG,Wholesale
2017-07-15,185,262,10350.0,115.0,,99.63,90 KG,Wholesale
2017-08-15,1854,67,55.9,55.9,,0.54,KG,Retail
2017-08-15,191,51,38.85,38.85,,0.38,KG,Wholesale
2017-08-15,191,50,87.76,87.76,,0.85,KG,Wholesale
2017-08-15,191,262,6848.0,76.08888888888889,,66.1,90 KG,Wholesale
2017-08-15,187,67,45.0,45.0,,0.43,KG,Retail
2017-08-15,187,148,2250.0,45.0,,21.72,50 KG,Wholesale
2017-08-15,187,65,7260.0,80.66666666666667,,70.08,90 KG,Wholesale
2017-08-15,187,262,83.0,83.0,,0.8,KG,Retail
2017-08-15,190,67,52.0,52.0,,0.5,KG,Retail
2017-08-15,184,51,45.58,45.58,,0.44,KG,Wholesale
2017-08-15,184,67,3656.0,40.62222222222222,,35.29,90 KG,Wholesale
2017-08-15,184,148,1736.0,34.72,,16.76,50 KG,Wholesale
2017-08-15,184,472,48.0,,96.0,0.46,500 ML,Retail
2017-08-15,184,283,63.42,,63.42,0.61,L,Retail
2017-08-15,184,285,96.08,,96.08,0.93,L,Retail
2017-08-15,184,96,199.0,,199.0,1.92,L,Retail
2017-08-15,184,262,7298.0,81.08888888888889,,70.44,90 KG,Wholesale
2017-08-15,1855,67,65.0,65.0,,0.63,KG,Retail
2017-08-15,186,67,4800.0,53.333333333333336,,46.33,90 KG,Wholesale
2017-08-15,186,148,1580.0,31.6,,15.25,50 KG,Wholesale
2017-08-15,186,65,4800.0,53.333333333333336,,46.33,90 KG,Wholesale
2017-08-15,186,50,70.85,70.85,,0.68,KG,Wholesale
2017-08-15,186,262,7200.0,80.0,,69.5,90 KG,Wholesale
2017-08-15,1853,67,68.0,68.0,,0.66,KG,Retail
2017-08-15,1853,262,130.0,130.0,,1.25,KG,Retail
2017-08-15,1850,51,31.39,31.39,,0.3,KG,Wholesale
2017-08-15,1850,148,1740.0,34.8,,16.8,50 KG,Wholesale
2017-08-15,1850,50,61.41,61.41,,0.59,KG,Wholesale
2017-08-15,1850,262,5500.0,61.111111111111114,,53.09,90 KG,Wholesale
2017-08-15,185,67,4456.0,49.51111111111111,,43.01,90 KG,Wholesale
2017-08-15,185,148,1888.0,37.76,,18.22,50 KG,Wholesale
2017-08-15,185,65,6300.0,70.0,,60.81,90 KG,Wholesale
2017-08-15,185,50,82.51,82.51,,0.8,KG,Wholesale
2017-08-15,185,262,9864.0,109.6,,95.21,90 KG,Wholesale
2017-09-15,191,51,33.8,33.8,,0.33,KG,Wholesale
2017-09-15,191,50,90.05,90.05,,0.87,KG,Wholesale
2017-09-15,187,67,41.0,41.0,,0.4,KG,Retail
2017-09-15,187,65,6900.0,76.66666666666667,,66.99,90 KG,Wholesale
2017-09-15,190,67,53.0,53.0,,0.51,KG,Retail
2017-09-15,184,55,44.0,110.0,,0.43,400 G,Retail
2017-09-15,184,51,42.4,42.4,,0.41,KG,Wholesale
2017-09-15,184,67,3564.0,39.6,,34.6,90 KG,Wholesale
2017-09-15,184,148,2000.0,40.0,,19.42,50 KG,Wholesale
2017-09-15,184,65,5256.0,58.4,,51.03,90 KG,Wholesale
2017-09-15,184,472,48.0,,96.0,0.47,500 ML,Retail
2017-09-15,184,284,86.86,,86.86,0.84,L,Retail
2017-09-15,184,285,98.3,,98.3,0.95,L,Retail
2017-09-15,184,96,185.0,,185.0,1.8,L,Retail
2017-09-15,184,50,63.33,63.33,,0.61,KG,Wholesale
2017-09-15,184,262,7500.0,83.33333333333333,,72.82,90 KG,Wholesale
2017-09-15,186,51,39.71,39.71,,0.39,KG,Wholesale
2017-09-15,186,67,4800.0,53.333333333333336,,46.6,90 KG,Wholesale
2017-09-15,186,148,1400.0,28.0,,13.59,50 KG,Wholesale
2017-09-15,186,65,4992.0,55.46666666666667,,48.47,90 KG,Wholesale
2017-09-15,186,50,73.7,73.7,,0.72,KG,Wholesale
2017-09-15,1851,67,53.0,53.0,,0.51,KG,Retail
2017-09-15,1850,51,29.74,29.74,,0.29,KG,Wholesale
2017-09-15,1850,148,1472.0,29.44,,14.29,50 KG,Wholesale
2017-09-15,188,67,87.0,87.0,,0.84,KG,Retail
2017-09-15,185,148,1592.0,31.84,,15.46,50 KG,Wholesale
2017-09-15,185,65,6300.0,70.0,,61.17,90 KG,Wholesale
2017-09-15,185,50,84.97,84.97,,0.82,KG,Wholesale
2017-10-15,1854,67,60.0,60.0,,0.58,KG,Retail
2017-10-15,191,51,32.39,32.39,,0.31,KG,Wholesale
2017-10-15,191,67,2940.0,32.666666666666664,,28.49,90 KG,Wholesale
2017-10-15,191,50,84.44,84.44,,0.82,KG,Wholesale
2017-10-15,191,262,6882.5,76.47222222222223,,66.69,90 KG,Wholesale
2017-10-15,187,67,37.0,37.0,,0.36,KG,Retail
2017-10-15,187,148,2333.33,46.666599999999995,,22.61,50 KG,Wholesale
2017-10-15,187,65,6500.0,72.22222222222223,,62.98,90 KG,Wholesale
2017-10-15,187,262,89.0,89.0,,0.86,KG,Retail
2017-10-15,190,67,49.0,49.0,,0.47,KG,Retail
2017-10-15,184,51,37.74,37.74,,0.37,KG,Wholesale
2017-10-15,184,67,3523.75,39.15277777777778,,34.14,90 KG,Wholesale
2017-10-15,184,148,1915.0,38.3,,18.56,50 KG,Wholesale
2017-10-15,184,472,48.0,,96.0,0.47,500 ML,Retail
2017-10-15,184,283,58.71,,58.71,0.57,L,Retail
2017-10-15,184,285,91.56,,91.56,0.89,L,Retail
2017-10-15,184,96,185.0,,185.0,1.79,L,Retail
2017-10-15,184,262,7621.88,84.68755555555556,,73.86,90 KG,Wholesale
2017-10-15,1855,67,65.0,65.0,,0.63,KG,Retail
2017-10-15,189,67,70.0,70.0,,0.68,KG,Retail
2017-10-15,186,67,4080.0,45.333333333333336,,39.53,90 KG,Wholesale
2017-10-15,186,148,1150.0,23.0,,11.14,50 KG,Wholesale
2017-10-15,186,65,4960.0,55.111111111111114,,48.06,90 KG,Wholesale
2017-10-15,186,50,77.5,77.5,,0.75,KG,Wholesale
2017-10-15,186,262,8000.0,88.88888888888889,,77.52,90 KG,Wholesale
2017-10-15,1851,67,53.0,53.0,,0.51,KG,Retail
2017-10-15,1850,51,29.27,29.27,,0.28,KG,Wholesale
2017-10-15,1850,67,2600.0,28.88888888888889,,25.19,90 KG,Wholesale
2017-10-15,1850,148,1935.0,38.7,,18.75,50 KG,Wholesale
2017-10-15,1850,65,3600.0,40.0,,34.88,90 KG,Wholesale
2017-10-15,1850,50,62.35,62.35,,0.6,KG,Wholesale
2017-10-15,185,51,31.19,31.19,,0.3,KG,Wholesale
2017-10-15,185,67,3060.0,34.0,,29.65,90 KG,Wholesale
2017-10-15,185,148,1727.5,34.55,,16.74,50 KG,Wholesale
2017-10-15,185,65,7340.62,81.56244444444444,,71.13,90 KG,Wholesale
2017-10-15,185,50,82.88,82.88,,0.8,KG,Wholesale
2017-11-15,1854,67,50.83,50.83,,0.49,KG,Retail
2017-11-15,1852,67,62.6,62.6,,0.6,KG,Retail
2017-11-15,191,51,32.69,32.69,,0.32,KG,Wholesale
2017-11-15,191,67,2995.0,33.27777777777778,,28.9,90 KG,Wholesale
2017-11-15,191,50,82.65,82.65,,0.8,KG,Wholesale
2017-11-15,187,67,37.0,37.0,,0.36,KG,Retail
2017-11-15,187,148,2875.0,57.5,,27.74,50 KG,Wholesale
2017-11-15,187,262,83.0,83.0,,0.8,KG,Retail
2017-11-15,190,67,48.0,48.0,,0.46,KG,Retail
2017-11-15,184,55,44.0,110.0,,0.42,400 G,Retail
2017-11-15,184,51,39.94,39.94,,0.39,KG,Wholesale
2017-11-15,184,67,3469.0,38.544444444444444,,33.47,90 KG,Wholesale
2017-11-15,184,148,1788.0,35.76,,17.25,50 KG,Wholesale
2017-11-15,184,472,47.33,,94.66,0.46,500 ML,Retail
2017-11-15,184,283,62.16,,62.16,0.6,L,Retail
2017-11-15,184,285,94.94,,94.94,0.92,L,Retail
2017-11-15,184,96,179.66,,179.66,1.73,L,Retail
2017-11-15,184,262,7527.0,83.63333333333334,,72.62,90 KG,Wholesale
2017-11-15,1855,67,65.0,65.0,,0.63,KG,Retail
2017-11-15,189,67,65.0,65.0,,0.63,KG,Retail
2017-11-15,186,51,35.63,35.63,,0.34,KG,Wholesale
2017-11-15,186,67,3376.0,37.51111111111111,,32.57,90 KG,Wholesale
2017-11-15,186,148,1315.0,26.3,,12.69,50 KG,Wholesale
2017-11-15,186,65,4736.0,52.62222222222222,,45.69,90 KG,Wholesale
2017-11-15,186,50,70.23,70.23,,0.68,KG,Wholesale
2017-11-15,186,262,8000.0,88.88888888888889,,77.18,90 KG,Wholesale
2017-11-15,1851,262,121.0,121.0,,1.17,KG,Retail
2017-11-15,1853,67,75.0,75.0,,0.72,KG,Retail
2017-11-15,1853,262,140.0,140.0,,1.35,KG,Retail
2017-11-15,1850,67,2520.0,28.0,,24.31,90 KG,Wholesale
2017-11-15,1850,148,1918.0,38.36,,18.5,50 KG,Wholesale
2017-11-15,1850,65,3600.0,40.0,,34.73,90 KG,Wholesale
2017-11-15,1850,50,61.14,61.14,,0.59,KG,Wholesale
2017-11-15,188,67,80.0,80.0,,0.77,KG,Retail
2017-11-15,185,51,29.99,29.99,,0.29,KG,Wholesale
2017-11-15,185,148,1650.0,33.0,,15.92,50 KG,Wholesale
2017-11-15,185,50,83.23,83.23,,0.8,KG,Wholesale
2017-11-15,185,262,9000.0,100.0,,86.83,90 KG,Wholesale
2017-12-15,1854,67,45.0,45.0,,0.44,KG,Retail
2017-12-15,191,67,2700.0,30.0,,26.19,90 KG,Wholesale
2017-12-15,191,50,82.23,82.23,,0.8,KG,Wholesale
2017-12-15,191,262,5500.0,61.111111111111114,,53.35,90 KG,Wholesale
2017-12-15,187,148,3000.0,60.0,,29.1,50 KG,Wholesale
2017-12-15,190,67,50.0,50.0,,0.48,KG,Retail
2017-12-15,184,55,44.0,110.0,,0.43,400 G,Retail
2017-12-15,184,51,40.73,40.73,,0.4,KG,Wholesale
2017-12-15,184,67,3017.08,33.52311111111111,,29.26,90 KG,Wholesale
2017-12-15,184,148,1731.67,34.6334,,16.8,50 KG,Wholesale
2017-12-15,184,65,4433.33,49.25922222222222,,43.0,90 KG,Wholesale
2017-12-15,184,472,46.75,,93.5,0.45,500 ML,Retail
2017-12-15,184,283,63.56,,63.56,0.62,L,Retail
2017-12-15,184,285,94.2,,94.2,0.91,L,Retail
2017-12-15,184,262,6836.25,75.95833333333333,,66.31,90 KG,Wholesale
2017-12-15,1855,67,65.0,65.0,,0.63,KG,Retail
2017-12-15,189,67,67.0,67.0,,0.65,KG,Retail
2017-12-15,186,51,35.02,35.02,,0.34,KG,Wholesale
2017-12-15,186,148,1413.75,28.275,,13.71,50 KG,Wholesale
2017-12-15,186,65,4250.0,47.22222222222222,,41.22,90 KG,Wholesale
2017-12-15,186,50,70.04,70.04,,0.68,KG,Wholesale
2017-12-15,1851,67,48.0,48.0,,0.47,KG,Retail
2017-12-15,1850,51,24.75,24.75,,0.24,KG,Wholesale
2017-12-15,1850,148,2155.0,43.1,,20.9,50 KG,Wholesale
2017-12-15,1850,50,66.05,66.05,,0.64,KG,Wholesale
2017-12-15,188,67,81.0,81.0,,0.79,KG,Retail
2017-12-15,185,51,27.75,27.75,,0.27,KG,Wholesale
2017-12-15,185,67,2410.0,26.77777777777778,,23.38,90 KG,Wholesale
2017-12-15,185,65,7200.0,80.0,,69.84,90 KG,Wholesale
2017-12-15,185,50,90.91,90.91,,0.88,KG,Wholesale
2018-01-15,1854,67,55.0,55.0,,0.53,KG,Retail
2018-01-15,1852,262,112.6,112.6,,1.09,KG,Retail
2018-01-15,191,67,2808.0,31.2,,27.29,90 KG,Wholesale
2018-01-15,191,50,76.38,76.38,,0.74,KG,Wholesale
2018-01-15,187,67,36.9,36.9,,0.36,KG,Retail
2018-01-15,187,262,79.1,79.1,,0.77,KG,Retail
2018-01-15,190,67,52.0,52.0,,0.51,KG,Retail
2018-01-15,184,55,44.0,110.0,,0.43,400 G,Retail
2018-01-15,184,148,1944.0,38.88,,18.89,50 KG,Wholesale
2018-01-15,184,472,46.33,,92.66,0.45,500 ML,Retail
2018-01-15,184,285,106.3,,106.3,1.03,L,Retail
2018-01-15,184,96,185.0,,185.0,1.8,L,Retail
2018-01-15,184,50,81.27,81.27,,0.79,KG,Wholesale
2018-01-15,184,262,7056.0,78.4,,68.57,90 KG,Wholesale
2018-01-15,189,67,67.5,67.5,,0.66,KG,Retail
2018-01-15,186,67,3600.0,40.0,,34.99,90 KG,Wholesale
2018-01-15,186,148,1548.0,30.96,,15.04,50 KG,Wholesale
2018-01-15,186,65,4000.0,44.44444444444444,,38.87,90 KG,Wholesale
2018-01-15,186,50,70.81,70.81,,0.69,KG,Wholesale
2018-01-15,1853,67,60.0,60.0,,0.58,KG,Retail
2018-01-15,1850,148,2500.0,50.0,,24.3,50 KG,Wholesale
2018-01-15,1850,65,3420.0,38.0,,33.24,90 KG,Wholesale
2018-01-15,1850,50,68.28,68.28,,0.66,KG,Wholesale
2018-01-15,185,51,28.08,28.08,,0.27,KG,Wholesale
2018-01-15,185,67,2485.0,27.61111111111111,,24.15,90 KG,Wholesale
2018-01-15,185,148,1866.0,37.32,,18.13,50 KG,Wholesale
2018-01-15,185,65,7056.0,78.4,,68.57,90 KG,Wholesale
2018-01-15,185,50,93.5,93.5,,0.91,KG,Wholesale
2018-01-15,185,262,8892.0,98.8,,86.41,90 KG,Wholesale
2018-02-15,1854,67,55.0,55.0,,0.54,KG,Retail
2018-02-15,1852,67,48.2,48.2,,0.48,KG,Retail
2018-02-15,191,50,61.3,61.3,,0.61,KG,Wholesale
2018-02-15,191,262,5640.0,62.666666666666664,,55.73,90 KG,Wholesale
2018-02-15,187,67,36.0,36.0,,0.36,KG,Retail
2018-02-15,187,148,3333.33,66.6666,,32.94,50 KG,Wholesale
2018-02-15,187,65,6900.0,76.66666666666667,,68.18,90 KG,Wholesale
2018-02-15,187,262,80.0,80.0,,0.79,KG,Retail
2018-02-15,190,67,53.0,53.0,,0.52,KG,Retail
2018-02-15,184,51,36.86,36.86,,0.36,KG,Wholesale
2018-02-15,184,67,3010.0,33.44444444444444,,29.74,90 KG,Wholesale
2018-02-15,184,65,4230.0,47.0,,41.8,90 KG,Wholesale
2018-02-15,184,284,96.96,,96.96,0.96,L,Retail
2018-02-15,184,283,76.75,,76.75,0.76,L,Retail
2018-02-15,184,285,107.92,,107.92,1.07,L,Retail
2018-02-15,184,96,184.67,,184.67,1.82,L,Retail
2018-02-15,184,50,71.47,71.47,,0.71,KG,Wholesale
2018-02-15,1855,67,65.0,65.0,,0.64,KG,Retail
2018-02-15,186,67,3600.0,40.0,,35.57,90 KG,Wholesale
2018-02-15,186,148,1520.0,30.4,,15.02,50 KG,Wholesale
2018-02-15,186,65,4000.0,44.44444444444444,,39.53,90 KG,Wholesale
2018-02-15,186,50,65.34,65.34,,0.65,KG,Wholesale
2018-02-15,186,262,7600.0,84.44444444444444,,75.1,90 KG,Wholesale
2018-02-15,1851,67,53.0,53.0,,0.52,KG,Retail
2018-02-15,1853,262,100.0,100.0,,0.99,KG,Retail
2018-02-15,1850,51,26.96,26.96,,0.27,KG,Wholesale
2018-02-15,1850,67,2500.0,27.77777777777778,,24.7,90 KG,Wholesale
2018-02-15,1850,65,2700.0,30.0,,26.68,90 KG,Wholesale
2018-02-15,1850,50,50.0,50.0,,0.49,KG,Wholesale
2018-02-15,188,67,85.5,85.5,,0.84,KG,Retail
2018-02-15,185,51,29.07,29.07,,0.29,KG,Wholesale
2018-02-15,185,65,6720.0,74.66666666666667,,66.4,90 KG,Wholesale
2018-02-15,185,50,84.61,84.61,,0.84,KG,Wholesale
2018-02-15,185,262,7680.0,85.33333333333333,,75.89,90 KG,Wholesale
2018-03-15,1854,67,58.0,58.0,,0.57,KG,Retail
2018-03-15,1852,262,104.52,104.52,,1.03,KG,Retail
2018-03-15,191,67,2627.5,29.194444444444443,,25.96,90 KG,Wholesale
2018-03-15,191,50,59.28,59.28,,0.59,KG,Wholesale
2018-03-15,191,262,5606.25,62.291666666666664,,55.4,90 KG,Wholesale
2018-03-15,187,67,34.0,34.0,,0.34,KG,Retail
2018-03-15,187,148,3833.33,76.6666,,37.88,50 KG,Wholesale
2018-03-15,187,262,82.0,82.0,,0.81,KG,Retail
2018-03-15,190,67,52.0,52.0,,0.51,KG,Retail
2018-03-15,184,55,45.0,112.5,,0.44,400 G,Retail
2018-03-15,184,51,32.97,32.97,,0.33,KG,Wholesale
2018-03-15,184,67,2961.25,32.90277777777778,,29.26,90 KG,Wholesale
2018-03-15,184,148,2087.5,41.75,,20.63,50 KG,Wholesale
2018-03-15,184,65,4481.25,49.791666666666664,,44.28,90 KG,Wholesale
2018-03-15,184,283,77.45,,77.45,0.77,L,Retail
2018-03-15,184,285,107.46,,107.46,1.06,L,Retail
2018-03-15,189,67,65.0,65.0,,0.64,KG,Retail
2018-03-15,186,51,36.48,36.48,,0.36,KG,Wholesale
2018-03-15,186,67,3600.0,40.0,,35.57,90 KG,Wholesale
2018-03-15,186,148,1557.5,31.15,,15.39,50 KG,Wholesale
2018-03-15,186,65,4170.0,46.333333333333336,,41.21,90 KG,Wholesale
2018-03-15,186,50,63.99,63.99,,0.63,KG,Wholesale
2018-03-15,186,262,8700.0,96.66666666666667,,85.97,90 KG,Wholesale
2018-03-15,1853,67,55.0,55.0,,0.54,KG,Retail
2018-03-15,1853,262,95.0,95.0,,0.94,KG,Retail
2018-03-15,1850,67,2500.0,27.77777777777778,,24.7,90 KG,Wholesale
2018-03-15,1850,148,2590.0,51.8,,25.59,50 KG,Wholesale
2018-03-15,1850,65,3080.0,34.22222222222222,,30.43,90 KG,Wholesale
2018-03-15,1850,262,6975.0,77.5,,68.92,90 KG,Wholesale
2018-03-15,188,67,86.3,86.3,,0.85,KG,Retail
2018-03-15,185,51,29.5,29.5,,0.29,KG,Wholesale
2018-03-15,185,67,2277.5,25.305555555555557,,22.5,90 KG,Wholesale
2018-03-15,185,148,2025.0,40.5,,20.01,50 KG,Wholesale
2018-03-15,185,65,6300.0,70.0,,62.25,90 KG,Wholesale
2018-03-15,185,50,78.24,78.24,,0.77,KG,Wholesale
2018-04-15,1854,67,50.0,50.0,,0.5,KG,Retail
2018-04-15,1852,67,45.3,45.3,,0.45,KG,Retail
2018-04-15,1852,262,101.2,101.2,,1.01,KG,Retail
2018-04-15,191,51,28.37,28.37,,0.28,KG,Wholesale
2018-04-15,191,50,64.17,64.17,,0.64,KG,Wholesale
2018-04-15,187,67,30.0,30.0,,0.3,KG,Retail
2018-04-15,187,148,5000.0,100.0,,49.73,50 KG,Wholesale
2018-04-15,187,65,7200.0,80.0,,71.62,90 KG,Wholesale
2018-04-15,190,67,53.0,53.0,,0.53,KG,Retail
2018-04-15,184,67,2800.0,31.11111111111111,,27.85,90 KG,Wholesale
2018-04-15,184,148,2127.5,42.55,,21.16,50 KG,Wholesale
2018-04-15,184,472,45.0,,90.0,0.45,500 ML,Retail
2018-04-15,184,284,97.86,,97.86,0.97,L,Retail
2018-04-15,184,283,76.72,,76.72,0.76,L,Retail
2018-04-15,184,285,106.83,,106.83,1.06,L,Retail
2018-04-15,184,96,188.67,,188.67,1.88,L,Retail
2018-04-15,189,67,63.0,63.0,,0.63,KG,Retail
2018-04-15,186,51,37.32,37.32,,0.37,KG,Wholesale
2018-04-15,186,67,3540.0,39.333333333333336,,35.21,90 KG,Wholesale
2018-04-15,186,148,2045.0,40.9,,20.34,50 KG,Wholesale
2018-04-15,186,65,4200.0,46.666666666666664,,41.78,90 KG,Wholesale
2018-04-15,186,50,67.62,67.62,,0.67,KG,Wholesale
2018-04-15,1851,67,43.0,43.0,,0.43,KG,Retail
2018-04-15,1851,262,113.0,113.0,,1.12,KG,Retail
2018-04-15,1853,262,100.0,100.0,,0.99,KG,Retail
2018-04-15,1850,51,24.29,24.29,,0.24,KG,Wholesale
2018-04-15,1850,67,2500.0,27.77777777777778,,24.87,90 KG,Wholesale
2018-04-15,1850,50,50.56,50.56,,0.5,KG,Wholesale
2018-04-15,185,51,29.1,29.1,,0.29,KG,Wholesale
2018-04-15,185,67,2365.0,26.27777777777778,,23.52,90 KG,Wholesale
2018-04-15,185,65,6300.0,70.0,,62.67,90 KG,Wholesale
2018-04-15,185,50,73.7,73.7,,0.73,KG,Wholesale
2018-05-15,1852,262,99.5,99.5,,0.99,KG,Retail
2018-05-15,191,51,28.25,28.25,,0.28,KG,Wholesale
2018-05-15,191,67,2512.5,27.916666666666668,,25.05,90 KG,Wholesale
2018-05-15,191,50,65.37,65.37,,0.65,KG,Wholesale
2018-05-15,187,262,73.0,73.0,,0.73,KG,Retail
2018-05-15,190,67,48.0,48.0,,0.48,KG,Retail
2018-05-15,184,148,2526.0,50.52,,25.18,50 KG,Wholesale
2018-05-15,184,65,4114.0,45.71111111111111,,41.02,90 KG,Wholesale
2018-05-15,184,472,45.0,,90.0,0.45,500 ML,Retail
2018-05-15,184,284,98.64,,98.64,0.98,L,Retail
2018-05-15,184,96,190.0,,190.0,1.89,L,Retail
2018-05-15,184,50,59.21,59.21,,0.59,KG,Wholesale
2018-05-15,184,262,7200.0,80.0,,71.78,90 KG,Wholesale
2018-05-15,189,67,66.0,66.0,,0.66,KG,Retail
2018-05-15,186,67,3200.0,35.55555555555556,,31.9,90 KG,Wholesale
2018-05-15,186,148,1518.0,30.36,,15.13,50 KG,Wholesale
2018-05-15,186,65,4200.0,46.666666666666664,,41.87,90 KG,Wholesale
2018-05-15,186,50,66.23,66.23,,0.66,KG,Wholesale
2018-05-15,1850,51,23.56,23.56,,0.23,KG,Wholesale
2018-05-15,1850,67,2401.0,26.677777777777777,,23.94,90 KG,Wholesale
2018-05-15,1850,148,2611.0,52.22,,26.03,50 KG,Wholesale
2018-05-15,1850,50,53.88,53.88,,0.54,KG,Wholesale
2018-05-15,1850,262,7170.0,79.66666666666667,,71.49,90 KG,Wholesale
2018-05-15,188,67,84.0,84.0,,0.84,KG,Retail
2018-05-15,185,67,2348.0,26.08888888888889,,23.41,90 KG,Wholesale
2018-05-15,185,65,6210.0,69.0,,61.91,90 KG,Wholesale
2018-05-15,185,50,73.85,73.85,,0.74,KG,Wholesale
2018-05-15,185,262,7578.0,84.2,,75.55,90 KG,Wholesale
2018-06-15,1854,67,57.0,57.0,,0.56,KG,Retail
2018-06-15,191,51,29.82,29.82,,0.29,KG,Wholesale
2018-06-15,191,67,2690.0,29.88888888888889,,26.61,90 KG,Wholesale
2018-06-15,191,50,51.38,51.38,,0.51,KG,Wholesale
2018-06-15,191,262,4566.25,50.736111111111114,,45.17,90 KG,Wholesale
2018-06-15,187,67,31.0,31.0,,0.31,KG,Retail
2018-06-15,187,148,3375.0,67.5,,33.38,50 KG,Wholesale
2018-06-15,187,262,74.0,74.0,,0.73,KG,Retail
2018-06-15,190,67,45.0,45.0,,0.45,KG,Retail
2018-06-15,184,55,44.0,110.0,,0.44,400 G,Retail
2018-06-15,184,51,32.52,32.52,,0.32,KG,Wholesale
2018-06-15,184,67,2662.5,29.583333333333332,,26.34,90 KG,Wholesale
2018-06-15,184,148,2050.0,41.0,,20.28,50 KG,Wholesale
2018-06-15,184,65,3910.0,43.44444444444444,,38.67,90 KG,Wholesale
2018-06-15,184,472,44.0,,88.0,0.44,500 ML,Retail
2018-06-15,184,284,103.6,,103.6,1.02,L,Retail
2018-06-15,184,283,84.24,,84.24,0.83,L,Retail
2018-06-15,184,50,54.71,54.71,,0.54,KG,Wholesale
2018-06-15,189,67,64.0,64.0,,0.63,KG,Retail
2018-06-15,186,67,3200.0,35.55555555555556,,31.65,90 KG,Wholesale
2018-06-15,186,148,1205.0,24.1,,11.92,50 KG,Wholesale
2018-06-15,186,65,4100.0,45.55555555555556,,40.55,90 KG,Wholesale
2018-06-15,186,50,58.0,58.0,,0.57,KG,Wholesale
2018-06-15,186,262,7020.0,78.0,,69.44,90 KG,Wholesale
2018-06-15,1851,262,108.0,108.0,,1.07,KG,Retail
2018-06-15,1853,262,80.0,80.0,,0.79,KG,Retail
2018-06-15,1850,67,2245.0,24.944444444444443,,22.21,90 KG,Wholesale
2018-06-15,1850,148,2525.0,50.5,,24.98,50 KG,Wholesale
2018-06-15,1850,50,52.02,52.02,,0.51,KG,Wholesale
2018-06-15,185,51,22.32,22.32,,0.22,KG,Wholesale
2018-06-15,185,67,2030.0,22.555555555555557,,20.08,90 KG,Wholesale
2018-06-15,185,148,1590.0,31.8,,15.73,50 KG,Wholesale
2018-06-15,185,65,5400.0,60.0,,53.41,90 KG,Wholesale
2018-06-15,185,50,66.06,66.06,,0.65,KG,Wholesale
2018-06-15,185,262,7200.0,80.0,,71.22,90 KG,Wholesale
2018-07-15,1854,67,55.0,55.0,,0.55,KG,Retail
